CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,id,station_id,test_id,time,apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,uvIndex,visibility,windBearing,windGust,windSpeed
,8.4,,6.4,5,,2978154,HV1,None,4/28/2018 22:00,5.02,0.9,4/28/2018 22:00,5.54,0.9,partly-cloudy-day,51.52078746,0.205460706,373.17,0.0076,0.04,rain,1011.62,Mostly Cloudy,7.06,0,6.47,8,15.38,6.57
,11.9,,10.3,7.9,,2978155,GN3,None,4/28/2018 22:00,5.26,0.93,4/28/2018 22:00,5.63,0.89,partly-cloudy-day,51.486957,0.095111,374.26,0.0076,0.04,rain,1011.68,Mostly Cloudy,7.27,0,6.41,9,15.37,6.61
,36.5,,12.4,6.5,,2978156,GR9,None,4/28/2018 22:00,5.14,0.92,4/28/2018 22:00,5.56,0.89,partly-cloudy-day,51.456357,0.040725,374.64,0.0102,0.04,rain,1011.69,Mostly Cloudy,7.18,0,6.49,11,15.51,6.67
,42.8,,17.2,18,,2978157,LW2,None,4/28/2018 22:00,5.01,0.93,4/28/2018 22:00,5.45,0.89,partly-cloudy-day,51.474954,-0.039641,375.69,0.0076,0.03,rain,1011.77,Mostly Cloudy,7.07,0,6.41,13,15.5,6.66
,32.6,,12.3,11.6,,2978158,GN0,None,4/28/2018 22:00,5.44,0.94,4/28/2018 22:00,5.72,0.89,cloudy,51.490532,0.074003,374.52,0.0076,0.04,rain,1011.7,Overcast,7.41,0,6.35,9,15.37,6.57
,-100,,-100,-100,,2978159,KF1,None,4/28/2018 22:00,4.75,0.9,4/28/2018 22:00,5.24,0.89,partly-cloudy-day,51.52104675,-0.21349214,378,0.0102,0.03,rain,1011.89,Mostly Cloudy,6.9,0,6.59,17,15.72,6.83
,45.6,,-100,-100,,2978160,CD9,None,4/28/2018 22:00,4.86,0.91,4/28/2018 22:00,5.3,0.89,partly-cloudy-day,51.52770662,-0.129053205,377.02,0.0102,0.03,rain,1011.85,Mostly Cloudy,6.97,0,6.42,15,15.68,6.74
,-100,,-100,-100,,2978161,CT3,None,4/28/2018 22:00,4.97,0.93,4/28/2018 22:00,5.37,0.89,partly-cloudy-day,51.51384718,-0.077765682,376.37,0.0102,0.03,rain,1011.81,Mostly Cloudy,7.04,0,6.4,14,15.53,6.68
,-100,,-100,-100,,2978162,CT2,None,4/28/2018 22:00,4.97,0.92,4/28/2018 22:00,5.32,0.89,partly-cloudy-day,51.51452534,-0.104515626,376.69,0.0102,0.03,rain,1011.83,Mostly Cloudy,7.05,0,6.42,14,15.57,6.69
,-100,,-100,7.7,,2978163,BX9,None,4/28/2018 22:00,5.01,0.9,4/28/2018 22:00,5.55,0.9,partly-cloudy-day,51.46598327,0.184877127,373.16,0.0076,0.04,rain,1011.6,Mostly Cloudy,7.06,0,6.51,9,15.39,6.6
,-1.4,,6.8,-100,,2978164,BX1,None,4/28/2018 22:00,5.01,0.9,4/28/2018 22:00,5.55,0.9,partly-cloudy-day,51.46598327,0.184877127,373.16,0.0076,0.04,rain,1011.6,Mostly Cloudy,7.06,0,6.51,9,15.39,6.6
,-100,,18.7,9.2,,2978165,TH4,None,4/28/2018 22:00,5.16,0.93,4/28/2018 22:00,5.54,0.89,partly-cloudy-day,51.51504617,-0.008418493,375.54,0.0102,0.04,rain,1011.77,Mostly Cloudy,7.18,0,6.31,11,15.47,6.62
,13.4,,11,9,,2978166,ST5,None,4/28/2018 22:00,4.78,0.89,4/28/2018 22:00,5.35,0.9,partly-cloudy-day,51.3892869,-0.141661525,376.27,0.0102,0.03,rain,1011.75,Mostly Cloudy,6.94,0,6.74,16,15.85,6.88
,-100,,16.8,10,,2978167,RB7,None,4/28/2018 22:00,4.96,0.93,4/28/2018 22:00,5.44,0.9,partly-cloudy-day,51.56948433,0.082907475,374.66,0.0102,0.04,rain,1011.76,Mostly Cloudy,7.01,0,6.27,10,15.73,6.57
,-100,,-100,9.9,,2978168,TD5,None,4/28/2018 22:00,4.65,0.85,4/28/2018 22:00,5.21,0.89,partly-cloudy-day,51.42525604,-0.345608291,379.04,0.0102,0.03,rain,1011.87,Mostly Cloudy,6.83,0,6.56,17,16.01,6.9
,28.5,,12,7.4,,2978206,CD1,None,4/28/2018 23:00,4.57,0.84,4/28/2018 23:00,5.31,0.9,partly-cloudy-day,51.544219,-0.175284,370.19,0.0178,0.04,rain,1011.94,Mostly Cloudy,6.91,0,7.19,17,12.73,7.54
,32.3,,12.9,-100,,2978207,BL0,None,4/28/2018 23:00,4.83,0.84,4/28/2018 23:00,5.33,0.88,partly-cloudy-day,51.522287,-0.125848,369.6,0.0152,0.04,rain,1011.9,Mostly Cloudy,7.11,0,7.13,17,12.6,7.47
,5.9,,9,7.9,,2978208,GR4,None,4/28/2018 23:00,4.76,0.86,4/28/2018 23:00,5.56,0.9,partly-cloudy-day,51.45258,0.070766,367.29,0.0127,0.04,rain,1011.71,Mostly Cloudy,7.11,0,7.16,14,12.62,7.73
,-100,,13,9.7,,2978209,MY7,None,4/28/2018 23:00,4.74,0.84,4/28/2018 23:00,5.32,0.89,partly-cloudy-day,51.52254,-0.15459,369.91,0.0152,0.04,rain,1011.91,Mostly Cloudy,7.04,0,7.17,17,12.64,7.47
,6.1,,7.4,6.9,,2978210,HV1,None,4/28/2018 23:00,4.54,0.86,4/28/2018 23:00,5.54,0.91,partly-cloudy-day,51.52078746,0.205460706,366.44,0.0127,0.04,rain,1011.63,Mostly Cloudy,6.99,0,7.3,12,12.4,7.99
,9.7,,9.8,5.8,,2978211,GN3,None,4/28/2018 23:00,4.92,0.86,4/28/2018 23:00,5.64,0.9,partly-cloudy-day,51.486957,0.095111,367.28,0.0127,0.04,rain,1011.72,Mostly Cloudy,7.24,0,6.95,14,12.4,7.73
,37.5,,9.9,6.8,,2978212,GR9,None,4/28/2018 23:00,4.85,0.86,4/28/2018 23:00,5.57,0.9,partly-cloudy-day,51.456357,0.040725,367.56,0.0127,0.04,rain,1011.73,Mostly Cloudy,7.17,0,7.13,15,12.59,7.64
,46.1,,18,15.3,,2978213,LW2,None,4/28/2018 23:00,4.86,0.85,4/28/2018 23:00,5.48,0.89,partly-cloudy-day,51.474954,-0.039641,368.44,0.0127,0.04,rain,1011.82,Mostly Cloudy,7.14,0,6.99,16,12.53,7.45
,31,,11.1,11,,2978214,GN0,None,4/28/2018 23:00,5.12,0.86,4/28/2018 23:00,5.73,0.89,partly-cloudy-day,51.490532,0.074003,367.48,0.0127,0.04,rain,1011.73,Mostly Cloudy,7.4,0,6.74,14,12.37,7.66
,-100,,7.5,5.7,,2978215,KF1,None,4/28/2018 23:00,4.65,0.84,4/28/2018 23:00,5.3,0.89,partly-cloudy-day,51.52104675,-0.21349214,370.55,0.0152,0.03,rain,1011.95,Mostly Cloudy,6.97,0,7.42,18,12.74,7.48
,46.7,,-100,-100,,2978216,CD9,None,4/28/2018 23:00,4.78,0.84,4/28/2018 23:00,5.33,0.89,partly-cloudy-day,51.52770662,-0.129053205,369.64,0.0152,0.04,rain,1011.9,Mostly Cloudy,7.08,0,7.13,17,12.62,7.48
,-100,,-100,-100,,2978217,CT3,None,4/28/2018 23:00,4.89,0.85,4/28/2018 23:00,5.39,0.89,partly-cloudy-day,51.51384718,-0.077765682,369.05,0.0127,0.04,rain,1011.87,Mostly Cloudy,7.16,0,7.04,16,12.49,7.44
,-100,,-100,-100,,2978218,CT2,None,4/28/2018 23:00,4.94,0.85,4/28/2018 23:00,5.34,0.88,partly-cloudy-day,51.51452534,-0.104515626,369.34,0.0127,0.04,rain,1011.88,Mostly Cloudy,7.2,0,7.1,17,12.54,7.44
,-100,,-100,7.2,,2978219,BX9,None,4/28/2018 23:00,4.56,0.86,4/28/2018 23:00,5.56,0.91,partly-cloudy-day,51.46598327,0.184877127,366.42,0.0127,0.04,rain,1011.6,Mostly Cloudy,6.99,0,7.31,12,12.55,7.96
,-3.2,,6,-100,,2978220,BX1,None,4/28/2018 23:00,4.56,0.86,4/28/2018 23:00,5.56,0.91,partly-cloudy-day,51.46598327,0.184877127,366.42,0.0127,0.04,rain,1011.6,Mostly Cloudy,6.99,0,7.31,12,12.55,7.96
,-100,,16.7,9.5,,2978221,TH4,None,4/28/2018 23:00,4.91,0.85,4/28/2018 23:00,5.56,0.89,partly-cloudy-day,51.51504617,-0.008418493,368.29,0.0152,0.04,rain,1011.81,Mostly Cloudy,7.19,0,6.78,15,12.38,7.51
,13.4,,17,9,,2978222,ST5,None,4/28/2018 23:00,4.63,0.86,4/28/2018 23:00,5.39,0.9,partly-cloudy-day,51.3892869,-0.141661525,368.96,0.0152,0.04,rain,1011.8,Mostly Cloudy,6.98,0,7.38,18,13.09,7.6
,-100,,10.2,12,,2978223,RB7,None,4/28/2018 23:00,4.56,0.85,4/28/2018 23:00,5.46,0.9,partly-cloudy-day,51.56948433,0.082907475,367.59,0.0178,0.04,rain,1011.81,Mostly Cloudy,6.97,0,6.88,14,12.58,7.83
,-100,,-100,9.3,,2978224,TD5,None,4/28/2018 23:00,4.46,0.83,4/28/2018 23:00,5.23,0.89,partly-cloudy-day,51.42525604,-0.345608291,371.54,0.0152,0.03,rain,1011.93,Mostly Cloudy,6.86,0,7.22,18,13.06,7.72
,19.6,,13.7,8.3,,2978226,CD1,None,4/29/2018 0:00,4.43,0.9,4/29/2018 0:00,5.28,0.89,partly-cloudy-day,51.544219,-0.175284,369.2,0.0203,0.04,rain,1011.83,Mostly Cloudy,6.98,0,6.99,25,17.41,8.4
,-100,,-100,-100,,2978227,BL0,None,4/29/2018 0:00,4.67,0.9,4/29/2018 0:00,5.29,0.88,partly-cloudy-day,51.522287,-0.125848,368.66,0.0178,0.04,rain,1011.81,Mostly Cloudy,7.17,0,6.94,25,16.78,8.3
,4.9,,10.7,3.9,,2978228,GR4,None,4/29/2018 0:00,4.65,0.88,4/29/2018 0:00,5.53,0.9,partly-cloudy-day,51.45258,0.070766,366.51,0.0152,0.04,rain,1011.67,Mostly Cloudy,7.12,0,6.86,20,13.91,8.15
,-100,,8.6,7.7,,2978229,MY7,None,4/29/2018 0:00,4.58,0.9,4/29/2018 0:00,5.28,0.88,partly-cloudy-day,51.52254,-0.15459,368.95,0.0178,0.04,rain,1011.82,Mostly Cloudy,7.09,0,6.98,25,16.86,8.34
,6.5,,3.9,2.6,,2978230,HV1,None,4/29/2018 0:00,4.71,0.87,4/29/2018 0:00,5.57,0.9,partly-cloudy-day,51.52078746,0.205460706,365.62,0.0152,0.04,rain,1011.6,Mostly Cloudy,7.09,0,7.06,17,13.74,7.83
,8.6,,11,6.2,,2978231,GN3,None,4/29/2018 0:00,4.88,0.89,4/29/2018 0:00,5.63,0.89,partly-cloudy-day,51.486957,0.095111,366.48,0.0152,0.04,rain,1011.67,Mostly Cloudy,7.26,0,6.73,20,13.7,7.95
,25.7,,9.1,8.6,,2978232,GR9,None,4/29/2018 0:00,4.73,0.88,4/29/2018 0:00,5.54,0.89,partly-cloudy-day,51.456357,0.040725,366.77,0.0152,0.04,rain,1011.68,Mostly Cloudy,7.17,0,6.84,21,13.89,8.1
,36.4,,13.2,11.8,,2978233,LW2,None,4/29/2018 0:00,4.65,0.9,4/29/2018 0:00,5.42,0.89,partly-cloudy-day,51.474954,-0.039641,367.61,0.0178,0.04,rain,1011.76,Mostly Cloudy,7.12,0,6.84,24,16.25,8.16
,24,,10.4,8.2,,2978234,GN0,None,4/29/2018 0:00,5.07,0.89,4/29/2018 0:00,5.72,0.89,partly-cloudy-day,51.490532,0.074003,366.67,0.0152,0.04,rain,1011.68,Mostly Cloudy,7.39,0,6.6,20,13.69,7.88
,-100,,6.9,5.1,,2978235,KF1,None,4/29/2018 0:00,4.52,0.9,4/29/2018 0:00,5.29,0.89,partly-cloudy-day,51.52104675,-0.21349214,369.55,0.0203,0.04,rain,1011.84,Mostly Cloudy,7.06,0,7.09,27,16.81,8.38
,34,,-100,-100,,2978236,CD9,None,4/29/2018 0:00,4.63,0.9,4/29/2018 0:00,5.29,0.88,partly-cloudy-day,51.52770662,-0.129053205,368.7,0.0203,0.04,rain,1011.81,Mostly Cloudy,7.13,0,6.95,25,16.79,8.3
,-100,,12.2,6,,2978237,CT3,None,4/29/2018 0:00,4.71,0.9,4/29/2018 0:00,5.34,0.88,partly-cloudy-day,51.51384718,-0.077765682,368.16,0.0178,0.04,rain,1011.79,Mostly Cloudy,7.18,0,6.88,24,16.43,8.2
,-100,,-100,-100,,2978238,CT2,None,4/29/2018 0:00,4.78,0.9,4/29/2018 0:00,5.29,0.87,partly-cloudy-day,51.51452534,-0.104515626,368.43,0.0178,0.04,rain,1011.8,Mostly Cloudy,7.24,0,6.92,24,16.5,8.24
,-100,,-100,7.5,,2978239,BX9,None,4/29/2018 0:00,4.7,0.87,4/29/2018 0:00,5.57,0.9,partly-cloudy-day,51.46598327,0.184877127,365.64,0.0152,0.04,rain,1011.58,Mostly Cloudy,7.09,0,7.05,18,13.83,7.86
,3.8,,9.5,-100,,2978240,BX1,None,4/29/2018 0:00,4.7,0.87,4/29/2018 0:00,5.57,0.9,partly-cloudy-day,51.46598327,0.184877127,365.64,0.0152,0.04,rain,1011.58,Mostly Cloudy,7.09,0,7.05,18,13.83,7.86
,-100,,16,8.2,,2978241,TH4,None,4/29/2018 0:00,4.83,0.89,4/29/2018 0:00,5.55,0.89,partly-cloudy-day,51.51504617,-0.008418493,367.46,0.0178,0.04,rain,1011.73,Mostly Cloudy,7.23,0,6.78,22,16.07,8.01
,11.6,,10,9,,2978242,ST5,None,4/29/2018 0:00,4.42,0.88,4/29/2018 0:00,5.32,0.89,partly-cloudy-day,51.3892869,-0.141661525,368.11,0.0178,0.04,rain,1011.78,Mostly Cloudy,6.94,0,7.1,26,14.46,8.26
,-100,,11,13,,2978243,RB7,None,4/29/2018 0:00,4.62,0.9,4/29/2018 0:00,5.49,0.9,partly-cloudy-day,51.56948433,0.082907475,366.73,0.0203,0.05,rain,1011.72,Mostly Cloudy,7.07,0,6.87,19,16.45,8.05
,-100,,-100,8.5,,2978244,TD5,None,4/29/2018 0:00,4.48,0.9,4/29/2018 0:00,5.27,0.89,partly-cloudy-day,51.42525604,-0.345608291,370.53,0.0203,0.04,rain,1011.84,Mostly Cloudy,6.99,0,7,26,16.67,8.24
,29.8,,12.1,8.6,,2978282,CD1,None,4/29/2018 1:00,4.61,0.93,4/29/2018 1:00,5.27,0.88,partly-cloudy-day,51.544219,-0.175284,368.63,0.0254,0.05,rain,1011.96,Mostly Cloudy,7.15,1,7.15,26,19.73,8.48
,20.5,,8.1,-100,,2978283,BL0,None,4/29/2018 1:00,4.81,0.93,4/29/2018 1:00,5.27,0.87,partly-cloudy-day,51.522287,-0.125848,368.18,0.0229,0.05,rain,1011.93,Mostly Cloudy,7.3,1,7.08,25,19.04,8.42
,-100,,7.5,9.1,,2978284,GR4,None,4/29/2018 1:00,4.74,0.93,4/29/2018 1:00,5.49,0.89,partly-cloudy-day,51.45258,0.070766,366.24,0.0203,0.05,rain,1011.76,Mostly Cloudy,7.25,1,6.86,20,16.04,8.44
,-100,,9.7,9.3,,2978285,MY7,None,4/29/2018 1:00,4.73,0.93,4/29/2018 1:00,5.27,0.87,partly-cloudy-day,51.52254,-0.15459,368.43,0.0229,0.05,rain,1011.94,Mostly Cloudy,7.24,1,7.13,26,19.12,8.42
,5.4,,7.8,6.8,,2978286,HV1,None,4/29/2018 1:00,4.78,0.93,4/29/2018 1:00,5.51,0.89,partly-cloudy-day,51.52078746,0.205460706,365.3,0.0178,0.05,rain,1011.7,Mostly Cloudy,7.28,1,7.05,16,15.99,8.43
,6.5,,9.3,6.8,,2978287,GN3,None,4/29/2018 1:00,4.9,0.93,4/29/2018 1:00,5.6,0.89,partly-cloudy-day,51.486957,0.095111,366.19,0.0178,0.05,rain,1011.77,Mostly Cloudy,7.37,1,6.73,19,15.89,8.41
,18,,9.1,4.3,,2978288,GR9,None,4/29/2018 1:00,4.79,0.93,4/29/2018 1:00,5.51,0.88,partly-cloudy-day,51.456357,0.040725,366.5,0.0203,0.05,rain,1011.78,Mostly Cloudy,7.28,1,6.85,21,16.03,8.41
,30.8,,9.8,11.1,,2978289,LW2,None,4/29/2018 1:00,4.76,0.93,4/29/2018 1:00,5.4,0.88,partly-cloudy-day,51.474954,-0.039641,367.28,0.0203,0.05,rain,1011.87,Mostly Cloudy,7.25,1,6.94,24,18.44,8.35
,13.7,,8.8,6.6,,2978290,GN0,None,4/29/2018 1:00,5.03,0.93,4/29/2018 1:00,5.69,0.88,partly-cloudy-day,51.490532,0.074003,366.38,0.0203,0.05,rain,1011.78,Mostly Cloudy,7.47,1,6.59,20,15.88,8.37
,-100,,6,4.3,,2978291,KF1,None,4/29/2018 1:00,4.6,0.92,4/29/2018 1:00,5.23,0.88,partly-cloudy-day,51.52104675,-0.21349214,368.96,0.0254,0.04,rain,1011.96,Mostly Cloudy,7.14,1,7.33,28,19.06,8.49
,29.1,,-100,-100,,2978292,CD9,None,4/29/2018 1:00,4.77,0.93,4/29/2018 1:00,5.28,0.87,partly-cloudy-day,51.52770662,-0.129053205,368.21,0.0229,0.05,rain,1011.94,Mostly Cloudy,7.27,1,7.09,25,19.07,8.43
,-100,,10.2,5,,2978293,CT3,None,4/29/2018 1:00,4.82,0.93,4/29/2018 1:00,5.32,0.87,partly-cloudy-day,51.51384718,-0.077765682,367.75,0.0229,0.05,rain,1011.91,Mostly Cloudy,7.31,1,7,25,18.68,8.39
,-100,,-100,-100,,2978294,CT2,None,4/29/2018 1:00,4.89,0.93,4/29/2018 1:00,5.27,0.87,partly-cloudy-day,51.51452534,-0.104515626,367.98,0.0229,0.05,rain,1011.92,Mostly Cloudy,7.37,1,7.05,25,18.74,8.4
,-100,,-100,8.5,,2978295,BX9,None,4/29/2018 1:00,4.78,0.93,4/29/2018 1:00,5.49,0.88,partly-cloudy-day,51.46598327,0.184877127,365.36,0.0178,0.04,rain,1011.67,Mostly Cloudy,7.27,1,7.05,17,15.96,8.4
,-2.5,,8.6,-100,,2978296,BX1,None,4/29/2018 1:00,4.78,0.93,4/29/2018 1:00,5.49,0.88,partly-cloudy-day,51.46598327,0.184877127,365.36,0.0178,0.04,rain,1011.67,Mostly Cloudy,7.27,1,7.05,17,15.96,8.4
,-100,,-100,-100,,2978297,TH4,None,4/29/2018 1:00,4.86,0.93,4/29/2018 1:00,5.53,0.88,partly-cloudy-day,51.51504617,-0.008418493,367.13,0.0203,0.05,rain,1011.87,Mostly Cloudy,7.33,1,6.88,22,18.32,8.36
,9.4,,12,8,,2978298,ST5,None,4/29/2018 1:00,4.5,0.9,4/29/2018 1:00,5.25,0.88,partly-cloudy-day,51.3892869,-0.141661525,367.77,0.0229,0.04,rain,1011.82,Mostly Cloudy,7.05,1,7.4,26,16.61,8.43
,-100,,7.8,11,,2978299,RB7,None,4/29/2018 1:00,4.67,0.95,4/29/2018 1:00,5.5,0.89,cloudy,51.56948433,0.082907475,366.35,0.0229,0.05,rain,1011.87,Overcast,7.19,1,6.97,21,18.83,8.45
,-100,,-100,6.9,,2978300,TD5,None,4/29/2018 1:00,4.53,0.92,4/29/2018 1:00,5.21,0.88,partly-cloudy-day,51.42525604,-0.345608291,369.91,0.0254,0.04,rain,1011.9,Mostly Cloudy,7.08,1,7.41,27,18.96,8.5
,17.9,,8.7,8.9,,2978338,CD1,None,4/29/2018 2:00,4.57,1,4/29/2018 2:00,5.27,0.86,cloudy,51.544219,-0.175284,368.42,0.0305,0.05,rain,1011.61,Overcast,7.51,1,6.88,22,18.55,10.71
,-100,,-100,-100,,2978339,BL0,None,4/29/2018 2:00,4.76,1,4/29/2018 2:00,5.23,0.85,cloudy,51.522287,-0.125848,368.04,0.0279,0.05,rain,1011.57,Overcast,7.64,1,6.83,21,18.2,10.59
,4.9,,7.1,7.3,,2978340,GR4,None,4/29/2018 2:00,4.61,1,4/29/2018 2:00,5.49,0.87,cloudy,51.45258,0.070766,366.3,0.0229,0.05,rain,1011.31,Overcast,7.54,1,6.88,18,17.86,10.68
,-100,,10.2,5.5,,2978341,MY7,None,4/29/2018 2:00,4.69,1,4/29/2018 2:00,5.24,0.85,cloudy,51.52254,-0.15459,368.28,0.0305,0.05,rain,1011.58,Overcast,7.59,1,6.88,22,18.26,10.61
,3.8,,7.5,5.3,,2978342,HV1,None,4/29/2018 2:00,4.72,1,4/29/2018 2:00,5.58,0.87,cloudy,51.52078746,0.205460706,365.28,0.0229,0.05,rain,1011.19,Overcast,7.62,1,7,17,17.92,10.65
,6.5,,10.2,7,,2978343,GN3,None,4/29/2018 2:00,4.73,1,4/29/2018 2:00,5.57,0.87,cloudy,51.486957,0.095111,366.2,0.0229,0.05,rain,1011.32,Overcast,7.64,1,6.72,18,17.75,10.69
,13.3,,10.4,4.5,,2978344,GR9,None,4/29/2018 2:00,4.65,1,4/29/2018 2:00,5.48,0.87,cloudy,51.456357,0.040725,366.56,0.0229,0.05,rain,1011.33,Overcast,7.57,1,6.88,18,17.85,10.67
,24.5,,7.5,14.7,,2978345,LW2,None,4/29/2018 2:00,4.68,1,4/29/2018 2:00,5.36,0.86,cloudy,51.474954,-0.039641,367.28,0.0254,0.05,rain,1011.48,Overcast,7.56,1,6.76,20,17.87,10.44
,13.5,,9.5,8.1,,2978346,GN0,None,4/29/2018 2:00,4.81,1,4/29/2018 2:00,5.62,0.87,cloudy,51.490532,0.074003,366.39,0.0229,0.05,rain,1011.33,Overcast,7.69,1,6.59,18,17.73,10.69
,-100,,5.8,4.1,,2978347,KF1,None,4/29/2018 2:00,4.58,1,4/29/2018 2:00,5.21,0.85,cloudy,51.52104675,-0.21349214,368.75,0.0305,0.05,rain,1011.63,Overcast,7.49,1,7.13,23,18.34,10.52
,32.5,,-100,-100,,2978348,CD9,None,4/29/2018 2:00,4.72,1,4/29/2018 2:00,5.25,0.85,cloudy,51.52770662,-0.129053205,368.06,0.0279,0.05,rain,1011.57,Overcast,7.62,1,6.83,22,18.27,10.61
,-100,,14,5,,2978349,CT3,None,4/29/2018 2:00,4.73,1,4/29/2018 2:00,5.27,0.85,cloudy,51.51384718,-0.077765682,367.66,0.0279,0.05,rain,1011.53,Overcast,7.61,1,6.76,21,18.01,10.52
,-100,,-100,-100,,2978350,CT2,None,4/29/2018 2:00,4.81,1,4/29/2018 2:00,5.21,0.84,cloudy,51.51452534,-0.104515626,367.88,0.0279,0.05,rain,1011.55,Overcast,7.68,1,6.81,21,18.07,10.54
,-100,,-100,6.4,,2978351,BX9,None,4/29/2018 2:00,4.71,1,4/29/2018 2:00,5.57,0.87,cloudy,51.46598327,0.184877127,365.4,0.0229,0.05,rain,1011.15,Overcast,7.59,1,7.07,17,17.8,10.53
,-1.2,,7.1,-100,,2978352,BX1,None,4/29/2018 2:00,4.71,1,4/29/2018 2:00,5.57,0.87,cloudy,51.46598327,0.184877127,365.4,0.0229,0.05,rain,1011.15,Overcast,7.59,1,7.07,17,17.8,10.53
,-100,,13.1,6,,2978353,TH4,None,4/29/2018 2:00,4.71,1,4/29/2018 2:00,5.46,0.86,cloudy,51.51504617,-0.008418493,367.1,0.0254,0.05,rain,1011.44,Overcast,7.6,1,6.71,20,17.91,10.56
,7.4,,14,6,,2978354,ST5,None,4/29/2018 2:00,4.48,1,4/29/2018 2:00,5.27,0.86,cloudy,51.3892869,-0.141661525,367.79,0.0254,0.04,rain,1011.47,Overcast,7.39,1,7.46,21,18.41,10.36
,-100,,5.4,12,,2978355,RB7,None,4/29/2018 2:00,4.58,1,4/29/2018 2:00,5.52,0.87,cloudy,51.56948433,0.082907475,366.28,0.0254,0.05,rain,1011.43,Overcast,7.53,1,6.68,20,18.51,10.81
,-100,,-100,5.3,,2978356,TD5,None,4/29/2018 2:00,4.71,1,4/29/2018 2:00,5.22,0.85,cloudy,51.42525604,-0.345608291,369.68,0.0305,0.04,rain,1011.61,Overcast,7.57,1,7.43,23,18.73,10.4
,14.6,,9.1,6.3,,2978394,CD1,None,4/29/2018 3:00,4.1,0.95,4/29/2018 3:00,5.39,0.87,cloudy,51.544219,-0.175284,368.34,0.0356,0.05,rain,1011.33,Overcast,7.33,2,6.95,23,22.51,12
,14.7,,8.8,-100,,2978395,BL0,None,4/29/2018 3:00,4.46,0.95,4/29/2018 3:00,5.47,0.86,cloudy,51.522287,-0.125848,368.02,0.0356,0.05,rain,1011.29,Overcast,7.6,2,6.93,22,22.11,11.9
,-100,,-100,-100,,2978396,GR4,None,4/29/2018 3:00,4.28,0.94,4/29/2018 3:00,5.56,0.88,cloudy,51.45258,0.070766,366.54,0.0305,0.06,rain,1011.09,Overcast,7.43,2,6.95,19,22.46,11.71
,-100,,9.6,7.2,,2978397,MY7,None,4/29/2018 3:00,4.32,0.95,4/29/2018 3:00,5.43,0.87,cloudy,51.52254,-0.15459,368.23,0.0356,0.05,rain,1011.3,Overcast,7.5,2,6.95,22,22.15,11.92
,3.2,,7.2,5.1,,2978398,HV1,None,4/29/2018 3:00,4.3,0.94,4/29/2018 3:00,5.57,0.88,cloudy,51.52078746,0.205460706,365.52,0.0305,0.06,rain,1011.02,Overcast,7.38,2,7.22,20,21.48,11.27
,4.9,,9.5,6.1,,2978399,GN3,None,4/29/2018 3:00,4.41,0.95,4/29/2018 3:00,5.65,0.88,cloudy,51.486957,0.095111,366.4,0.0305,0.06,rain,1011.11,Overcast,7.53,2,6.81,20,21.85,11.71
,10.4,,12,6.6,,2978400,GR9,None,4/29/2018 3:00,4.32,0.94,4/29/2018 3:00,5.57,0.88,cloudy,51.456357,0.040725,366.76,0.0305,0.06,rain,1011.1,Overcast,7.48,2,6.94,20,22.1,11.76
,18.4,,11.2,11.3,,2978401,LW2,None,4/29/2018 3:00,4.33,0.95,4/29/2018 3:00,5.49,0.87,cloudy,51.474954,-0.039641,367.38,0.033,0.06,rain,1011.22,Overcast,7.47,2,6.85,21,21.94,11.73
,8.7,,9,7,,2978402,GN0,None,4/29/2018 3:00,4.52,0.95,4/29/2018 3:00,5.74,0.88,cloudy,51.490532,0.074003,366.57,0.033,0.06,rain,1011.12,Overcast,7.63,2,6.65,20,21.76,11.76
,-100,,6.7,4.1,,2978403,KF1,None,4/29/2018 3:00,4.13,0.95,4/29/2018 3:00,5.34,0.87,cloudy,51.52104675,-0.21349214,368.66,0.0356,0.05,rain,1011.33,Overcast,7.36,2,7.17,23,22.04,12
,22.6,,-100,-100,,2978404,CD9,None,4/29/2018 3:00,4.38,0.95,4/29/2018 3:00,5.45,0.87,cloudy,51.52770662,-0.129053205,368.03,0.0356,0.05,rain,1011.3,Overcast,7.54,2,6.93,22,22.1,11.9
,-100,,10.2,6,,2978405,CT3,None,4/29/2018 3:00,4.46,0.95,4/29/2018 3:00,5.49,0.87,cloudy,51.51384718,-0.077765682,367.69,0.0356,0.06,rain,1011.27,Overcast,7.59,2,6.87,22,21.89,11.82
,-100,,-100,-100,,2978406,CT2,None,4/29/2018 3:00,4.61,0.95,4/29/2018 3:00,5.49,0.86,cloudy,51.51452534,-0.104515626,367.88,0.0356,0.05,rain,1011.28,Overcast,7.71,2,6.91,22,21.91,11.85
,-100,,-100,6.2,,2978407,BX9,None,4/29/2018 3:00,4.36,0.94,4/29/2018 3:00,5.57,0.88,cloudy,51.46598327,0.184877127,365.71,0.0279,0.06,rain,1010.97,Overcast,7.41,2,7.2,19,21.71,11.13
,-5.7,,9.3,-100,,2978408,BX1,None,4/29/2018 3:00,4.36,0.94,4/29/2018 3:00,5.57,0.88,cloudy,51.46598327,0.184877127,365.71,0.0279,0.06,rain,1010.97,Overcast,7.41,2,7.2,19,21.71,11.13
